busting				
manipulative	manipulador	/<span class="ipa dipa">-t̬ɪv</span>/	[sound:6001-7000-cambridge-eus72897.mp3]	A manipulative person tries to control people to their advantage.
Mallory				
Lillian				
immature	imaturo	/<span class="ipa dipa">ˌɪm·əˈtʃʊər</span>/	[sound:6001-7000-cambridge-immature.mp3]	behaving like a younger person
husbands				
heel	calcanhar,salto	/<span class="ipa dipa">hil</span>/	[sound:6001-7000-cambridge-heal.mp3]	the back part of your foot
granddad				
delivering				
deaths				
condoms				
butts				
automatically	automaticamente	/<span class="ipa dipa">ˌɔ·t̬əˈmæt̬·ɪ·k<span class="sp dsp">ə</span>l·i</span>/	[sound:6001-7000-cambridge-automatically.mp3]	If a machine does something automatically, it does it without being controlled by anyone.
anchor	âncora,ancorar	/<span class="ipa dipa">ˈæŋ·kər</span>/	[sound:6001-7000-cambridge-anchor.mp3]	a heavy metal object that is dropped into water to stop a boat from moving
addict	toxicômano,-a,viciado	/<span class="ipa dipa">ˈæd·ɪkt</span>/	[sound:6001-7000-cambridge-addict.mp3]	someone who cannot stop taking a drug or doing something as a habit
Trish				
trashed				
tournament	torneio	/<span class="ipa dipa">ˈtʊr·nə·mənt</span>/	[sound:6001-7000-cambridge-tournament.mp3]	a competition
throne	trono	/<span class="ipa dipa">θroʊn</span>/	[sound:6001-7000-cambridge-throne.mp3]	the special chair that a king or queen sits on
Teresa				
slick	habilidoso,astuto,com lábia,mancha,revista ilustrada		[sound:6001-7000-cambridge-slick.mp3]	operating or performing skilfully and effectively, without problems and without seeming to need effort
sausage	embutido,salsicha,linguiça	/<span class="ipa dipa">ˈsɔ·sɪdʒ</span>/	[sound:6001-7000-cambridge-sausage.mp3]	a mixture of meat and spices pressed into a long tube
raining				
prices				
pasta	macarrão	/<span class="ipa dipa">ˈpɑ·stə</span>/	[sound:6001-7000-cambridge-pasta.mp3]	a food that is made from flour and water, and is made in many different shapes
Paloma				
needles				
leaning				
leaders				
judges				
ideal	ideal	/<span class="ipa dipa">ɑɪˈdi·əl</span>/	[sound:6001-7000-cambridge-ideal.mp3]	perfect, or the best possible
detector	detector	/<span class="ipa dipa">-tɚ</span>/	[sound:6001-7000-cambridge-detector.mp3]	a device used to find particular substances or things, or measure their level
coolest				
casting				
bean	feijão,grão	/<span class="ipa dipa">bin</span>/	[sound:6001-7000-cambridge-bean.mp3]	a seed or seed case of some climbing plants, sometimes used as food
battles				
batch	grupo	/<span class="ipa dipa">bætʃ</span>/	[sound:6001-7000-cambridge-batch.mp3]	a group of things or people that are dealt with at the same time
approximately	aproximadamente	/<span class="ipa dipa">əˈprɑk·sɪ·mət·li</span>/	[sound:6001-7000-cambridge-approximately.mp3]	close to a particular number or time, but not exactly that number or time
appointments				
almighty	todo-poderoso,tremendo	/<span class="ipa dipa">ɑːlˈmaɪ.t̬i</span>/	[sound:6001-7000-cambridge-eus70151.mp3]	(of God) having the power to do everything
achieve	conseguir,alcançar	/<span class="ipa dipa">əˈtʃiv</span>/	[sound:6001-7000-cambridge-achieve.mp3]	to succeed in doing something difficult
vegetables				
trapper	caçador,-ora	/<span class="ipa dipa">ˈtræp.ɚ</span>/	[sound:6001-7000-cambridge-trapper.mp3]	a person who catches wild animals, usually to sell their fur
swinging				
sum	quantia,quantidade,soma,cálculo	/<span class="ipa dipa">sʌm</span>/	[sound:6001-7000-cambridge-some.mp3]	an amount of money
spark	faísca	/<span class="ipa dipa">spɑrk</span>/	[sound:6001-7000-cambridge-spark.mp3]	a very small, bright piece of burning material
ruled				
